Accession,logFC,-logPval,-logAdjPval,"Abundances (Normalized): F9: 126, Sample","Abundances (Normalized): F9: 127N, Sample","Abundances (Normalized): F9: 127C, Sample","Abundances (Normalized): F9: 128N, Sample","Abundances (Normalized): F9: 128C, Sample","Abundances (Normalized): F9: 129N, Sample","Abundances (Normalized): F9: 129C, Sample","Abundances (Normalized): F9: 130N, Sample","Abundances (Normalized): F9: 130C, Sample","Abundances (Normalized): F9: 131N, Sample"
Q3MIT2,0.0507,0.3917,0.1145,312.0,363.8,339.1,326.7,351.3,379.7,353.7,370.1,337.7,313.7
Q96GA7,0.0268,0.3906,0.1145,2116.3,2168.9,2151.1,2279.6,2151.1,2110.9,2234.1,2283.1,2165.4,2278.7
P61160,0.0292,0.3898,0.1144,22481.5,22560.9,22221.2,23028.6,23135.6,21366.5,23680.1,24019.6,23048.9,23720.2
Q9BYC9,-0.0529,0.39,0.1144,311.4,301.3,270.2,276.9,291.2,269.3,264.2,259.6,289.5,318.2
P08047,0.0571,0.3898,0.1144,4966.2,4823.4,5048.2,5179.9,5000.5,4680.2,5180.0,4856.4,6194.9,5233.7
P10746,-0.0494,0.3898,0.1144,421.6,443.1,410.9,388.3,405.8,386.4,423.7,446.0,367.0,380.4
Q9Y3L3,0.0363,0.3849,0.1142,1844.1,1953.2,1899.5,1919.6,2003.6,1939.5,1815.3,1943.6,2115.3,2061.8
Q8NFC6,-0.0225,0.3867,0.1142,22396.4,22844.8,22707.5,23359.6,22012.9,21665.3,22948.9,21866.9,22807.3,22287.2
P0DOY2,-0.2805,0.3849,0.1142,198.1,310.8,278.7,180.5,254.4,497.3,154.5,149.1,146.9,177.1
Q9NUB1,-0.0261,0.3894,0.1142,3484.6,3433.3,3349.6,3393.3,3381.0,3220.8,3467.6,3510.7,3315.4,3231.1
P08243,-0.0281,0.3887,0.1142,38835.5,37937.6,36986.4,37641.3,38137.9,34424.9,37469.7,38430.8,37569.2,38108.8
O75554,0.0309,0.3851,0.1142,3835.2,3872.2,3964.4,4141.6,3703.0,3765.3,4098.9,4115.7,3951.8,4003.8
O15066,0.0395,0.3873,0.1142,769.4,803.7,755.4,809.1,794.9,761.3,852.9,777.2,771.5,885.0
O14787,-0.0346,0.3853,0.1142,7130.6,6681.4,6541.8,6572.5,7008.2,6197.1,6402.7,6683.0,7003.0,6856.5
P56545,-0.0247,0.3874,0.1142,3178.9,3137.5,3185.5,3153.6,3256.3,3140.1,3174.5,3285.2,3070.7,2978.7
P62910,-0.0568,0.385,0.1142,11243.6,14231.4,12030.6,11560.7,11977.4,11411.1,11128.1,11108.0,12875.1,12055.9
P22735,-0.6812,0.3849,0.1142,122.7,150.9,1036.7,119.5,47.7,407.5,91.0,78.9,59.2,59.6
Q9Y680,0.0393,0.388,0.1142,1903.1,2114.1,1889.1,1923.6,2179.2,1985.4,2067.3,2140.3,1998.3,2079.7
Q9Y4Z0,-0.0401,0.3867,0.1142,8132.2,7163.4,6964.3,7298.5,7497.3,6781.8,7358.5,7121.3,7683.4,7074.7
Q92769,0.0331,0.3887,0.1142,7390.8,7295.0,7012.6,7119.6,7143.9,7253.0,6829.3,7856.2,7212.4,7684.1
Q8IWJ2,-0.0214,0.3857,0.1142,19718.6,19339.2,19321.5,19279.1,19162.0,19033.6,18475.3,18631.6,19564.0,19716.6
Q9BSY4,0.0331,0.3873,0.1142,920.7,924.9,899.4,910.4,969.1,989.1,913.0,949.2,1000.1,884.0
Q96EB1,-0.0246,0.3847,0.1142,4614.8,4468.0,4400.4,4578.8,4453.9,4295.8,4313.4,4349.2,4615.7,4568.4
P55196,-0.0213,0.3856,0.1142,5128.6,5073.3,4970.4,5011.6,5205.3,4967.4,5052.4,4850.6,5179.7,4969.6
P62280,0.0394,0.3881,0.1142,28839.9,32892.8,29464.3,31578.2,30335.9,33450.7,29645.0,30185.2,32639.8,31413.4
A8MTA8,0.0626,0.3862,0.1142,570.8,559.5,662.3,572.9,552.1,537.7,560.3,631.9,639.8,682.3
O14617,-0.0362,0.3889,0.1142,1572.1,1523.5,1527.4,1536.7,1613.5,1558.2,1372.0,1594.5,1577.5,1488.0
Q9H910,-0.0306,0.3847,0.1142,16550.7,17691.9,17639.4,17912.3,17350.7,16431.7,18406.9,16621.2,16945.7,16946.6
O75884,-0.0301,0.3854,0.1142,4774.4,4792.4,4842.2,5064.8,4790.1,4432.0,5045.3,4709.8,4834.4,4755.7
Q99829,-0.0295,0.3867,0.1142,17754.1,16847.8,16839.5,17315.2,17067.8,15508.7,17368.7,17189.5,16900.3,17175.0
Q16831,0.0193,0.3865,0.1142,5362.4,5371.5,5362.4,5563.8,5462.6,5539.8,5494.9,5641.5,5399.2,5413.5
Q2M296,-0.1074,0.3869,0.1142,112.2,102.1,109.8,118.0,84.2,87.4,113.4,118.4,79.6,92.2
Q8NDV3,0.0579,0.3882,0.1142,446.8,448.3,539.7,476.4,428.3,517.6,436.8,473.5,494.1,509.6
O14744,-0.0307,0.3886,0.1142,35947.7,34332.2,35774.7,34834.7,35782.2,31843.9,34846.0,36145.6,34515.5,35746.3
Q9ULR0,-0.0239,0.3857,0.1142,2735.6,2740.8,2924.5,2845.0,2894.5,2706.3,2783.9,2801.8,2746.9,2866.4
Q5TA50,-0.0781,0.3864,0.1142,154.7,137.4,156.4,174.2,143.4,154.4,119.0,147.3,140.4,166.7
Q8WZA9,-0.0331,0.389,0.1142,6824.3,6810.2,6136.9,6513.2,6172.4,6460.6,6035.1,6361.8,6326.8,6515.0
P29400,-0.2368,0.3843,0.114,87.3,65.6,175.4,93.5,59.5,86.1,94.2,78.0,51.7,75.2
Q99714,0.037,0.3841,0.114,3382.2,3188.8,3163.8,3406.2,3471.3,3351.7,3284.0,3227.4,3703.5,3486.1
A4D1S0,-0.0518,0.3825,0.1136,182.9,207.5,214.9,202.1,211.1,193.8,220.8,178.3,201.1,189.5
Q9Y5X1,-0.0272,0.3805,0.1136,2243.9,2144.2,2046.6,2152.8,2218.4,2074.8,2106.8,2074.5,2231.5,2114.6
Q9HAD4,-0.032,0.3818,0.1136,6506.2,5987.3,6093.1,6199.0,6567.1,5763.5,6275.1,6129.0,6064.1,6434.1
Q5TC12,-0.0287,0.382,0.1136,5749.7,5431.6,5595.3,5452.8,5412.1,5046.0,5583.7,5389.7,5475.2,5615.2
Q9BXS6,-0.023,0.3815,0.1136,4301.5,4256.4,4284.7,4511.9,4124.6,4266.7,4279.6,4153.9,4160.9,4272.1
P61158,-0.0236,0.3811,0.1136,26739.8,26828.6,26641.2,27448.2,26829.6,24988.7,26988.3,27446.9,26390.1,26551.2
Q86X29,-0.0457,0.3826,0.1136,293.5,310.5,289.9,278.4,288.5,265.6,317.5,260.1,285.2,289.5
Q15311,-0.0548,0.3803,0.1136,1136.6,1319.5,1178.1,1073.0,1243.7,1197.0,1079.2,1050.3,1144.1,1256.2
Q2KHT3,-0.0458,0.381,0.1136,879.2,875.7,860.5,910.0,842.6,758.9,898.7,830.6,814.3,939.7
Q14139,-0.0566,0.3812,0.1136,507.2,544.9,445.6,432.4,422.9,446.6,463.6,455.5,439.8,446.2
O00418,-0.056,0.3829,0.1136,348.3,353.7,348.7,330.9,350.3,379.6,338.7,296.0,357.1,301.8
O95405,-0.0719,0.3817,0.1136,55.6,46.6,53.0,43.1,50.8,44.6,53.3,42.1,45.2,51.8
P49792,-0.0212,0.3809,0.1136,28633.2,28684.0,27501.7,28199.9,27647.6,27810.9,28092.7,27063.5,28579.8,27081.6
Q96E09,-0.0321,0.3821,0.1136,1631.7,1685.9,1672.4,1745.3,1675.1,1578.7,1600.1,1614.5,1801.7,1638.0
O75503,-0.0425,0.3829,0.1136,9129.2,9133.3,9273.4,9253.1,9620.3,8157.2,9244.5,9984.2,8536.1,9241.7
Q66PJ3,0.0486,0.3804,0.1136,104.8,107.1,103.5,100.8,119.0,113.1,101.3,119.2,116.0,104.1
Q5T4S7,-0.0305,0.3806,0.1136,51565.1,48784.5,47763.8,48311.3,49726.6,46852.1,46288.1,47176.7,51751.9,49054.9
Q8IXQ3,-0.034,0.3829,0.1136,1125.2,1217.9,1256.1,1294.7,1281.1,1181.0,1184.6,1198.1,1200.2,1261.4
Q9BV29,-0.0496,0.3823,0.1136,1518.1,1705.6,1745.4,1632.1,1535.5,1379.9,1621.6,1662.0,1624.1,1579.1
Q9BSH5,-0.036,0.3834,0.1136,3074.4,3480.4,3180.9,3238.0,3299.6,2928.1,3164.7,3252.1,3324.2,3204.5
Q96ST3,-0.0249,0.3818,0.1136,8076.1,7977.5,7764.0,7893.9,8264.5,8175.6,7645.3,7615.8,8102.0,7761.8
Q86XI2,-0.0318,0.3836,0.1136,1434.2,1369.6,1498.3,1391.4,1495.5,1331.7,1433.8,1470.7,1367.7,1428.2
P38606,-0.0244,0.3791,0.1133,21344.4,19956.3,20149.1,20380.3,20617.9,19176.9,19981.0,20518.0,20614.2,20449.8
Q13424,0.055,0.3797,0.1133,780.8,788.1,725.0,713.6,676.4,733.6,774.6,742.4,700.0,882.4
O60333,0.0291,0.379,0.1133,4096.1,4395.4,4143.3,4228.9,4397.5,4293.4,4178.5,4234.1,4626.3,4366.6
Q01780,-0.0249,0.3794,0.1133,4116.7,4163.7,4023.7,4069.3,4089.2,4289.6,4012.8,3860.3,3975.3,3985.7
Q9NWB6,-0.0444,0.3795,0.1133,991.2,986.1,1080.6,941.6,968.6,1007.7,887.4,898.3,1005.5,1022.5
Q8WVY7,0.0237,0.3791,0.1133,12468.2,12247.7,11655.3,11716.5,12119.7,11907.6,12362.4,12302.2,11982.0,12644.6
Q02952,-0.0199,0.3761,0.1131,34015.8,34485.4,35534.3,35526.7,34956.8,33666.8,34066.6,34987.7,34125.0,35286.7
Q99973,0.0545,0.3749,0.1131,117.9,112.6,124.8,117.8,123.4,116.5,114.1,114.6,139.9,136.5
Q9NX46,0.0296,0.3766,0.1131,8063.9,8018.2,7689.3,8422.4,8005.2,7859.9,8076.3,8196.9,8798.9,8113.5
O95336,0.0268,0.3766,0.1131,16482.7,16862.5,16554.4,17272.8,16695.9,16075.3,17288.1,18047.3,16846.8,17230.0
P21580,0.0311,0.3787,0.1131,305.5,330.6,301.3,303.7,297.9,299.5,321.9,315.9,305.8,329.3
P47712,0.0367,0.3769,0.1131,1559.9,1530.7,1402.3,1461.5,1507.3,1515.1,1419.0,1494.2,1626.9,1602.5
O14981,-0.0273,0.378,0.1131,11914.1,12208.4,11429.1,12076.4,12467.9,11612.0,11470.4,11425.9,12281.2,12183.0
Q8IY81,0.0208,0.3751,0.1131,716.3,725.1,717.1,705.9,715.0,737.8,709.5,756.2,704.9,724.1
Q9NSA3,0.0731,0.376,0.1131,151.7,133.0,139.7,126.6,165.2,160.4,139.5,129.5,164.0,159.8
Q96HQ2,-0.0551,0.3747,0.1131,620.6,546.9,558.7,531.9,593.5,496.8,578.0,500.8,563.6,610.3
Q8TAG9,0.0453,0.375,0.1131,136.0,137.4,136.6,129.3,156.0,152.0,144.8,148.3,131.9,139.9
O95831,-0.0162,0.3769,0.1131,3445.4,3445.9,3361.9,3458.7,3420.9,3416.4,3391.6,3383.4,3354.2,3395.5
P06132,0.0331,0.377,0.1131,10540.7,10600.3,11062.0,11440.7,10766.1,10381.0,11518.5,11567.8,10699.6,11535.6
Q16595,-0.0403,0.3776,0.1131,1533.0,1643.8,1510.3,1608.3,1737.9,1432.5,1557.1,1644.7,1614.1,1562.5
Q13951,-0.0245,0.3768,0.1131,4168.4,4217.6,4292.5,4029.7,4492.2,4152.1,4196.2,4143.4,4167.8,4171.0
O60568,-0.0228,0.3782,0.1131,3800.1,3488.5,3693.1,3609.3,3721.9,3595.7,3563.9,3667.5,3549.2,3643.4
Q9BUF5,0.041,0.3761,0.1131,706.1,621.7,704.5,638.1,683.4,712.4,653.8,703.9,731.2,648.5
P36639,0.0399,0.377,0.1131,5117.8,4924.7,4807.0,4907.6,4843.5,4490.6,5396.7,5296.5,4981.3,5172.6
O94761,-0.0948,0.3758,0.1131,371.2,369.6,351.4,280.0,363.8,272.1,365.5,281.1,329.4,384.0
Q12797,-0.0288,0.3751,0.1131,236.8,240.8,234.7,234.6,239.7,216.0,227.3,238.6,245.9,236.4
P08195,0.0272,0.3771,0.1131,1586.4,1616.8,1663.0,1670.0,1714.5,1742.3,1602.8,1739.1,1640.8,1684.4
O60671,-0.0219,0.3773,0.1131,5192.4,5047.3,5178.8,4923.1,5233.9,4871.4,5057.3,5129.4,5130.3,5000.4
Q8TDD1,-0.0436,0.3781,0.1131,1843.6,1788.2,1830.9,1769.5,1952.4,1866.1,1690.6,1798.3,1953.6,1617.6
Q9NQG5,-0.0327,0.3753,0.1131,4779.6,4774.5,4321.9,4621.6,4725.6,4442.6,4613.2,4319.2,4845.1,4484.1
Q4G0J3,-0.0451,0.375,0.1131,1134.8,1070.6,1011.5,1011.1,1091.9,1114.1,989.3,995.1,1113.0,950.5
Q9Y2D9,0.1083,0.3753,0.1131,116.5,119.7,142.3,138.9,117.8,147.0,123.0,104.3,178.5,140.4
Q9UBL3,-0.0371,0.3737,0.113,4804.2,4940.4,4536.7,4801.4,5250.8,4457.2,4730.2,4783.4,5079.2,4659.5
Q96RP9,-0.0284,0.3741,0.113,6016.8,5743.8,6005.7,5553.0,5635.9,5906.9,5677.2,5376.1,5774.8,5654.4
Q9UBB9,0.1584,0.3734,0.113,677.0,689.5,676.3,687.2,679.0,694.8,614.0,639.2,687.2,1361.1
Q9UHD8,-0.0282,0.3741,0.113,30685.1,30045.4,29345.2,31066.8,28814.2,28224.4,30412.7,28538.8,30846.2,29070.1
Q96T76,-0.0235,0.3735,0.113,5888.9,5705.8,5714.7,5445.2,5887.2,5796.1,5493.9,5621.3,5693.6,5567.9
O00512,0.0241,0.3734,0.113,1982.3,2006.6,2105.2,1990.9,2046.1,2042.6,2060.2,1966.0,2135.6,2099.1
P51808,0.0294,0.3737,0.113,915.1,857.4,843.3,871.0,830.0,905.4,915.7,834.8,863.4,886.2
Q96NB3,0.0312,0.374,0.113,2535.4,2548.4,2566.8,2783.1,2694.8,2538.2,2711.1,2626.8,2713.4,2825.8
P62753,0.0197,0.3716,0.1128,32826.3,33100.6,32724.3,33419.9,33079.6,34321.4,32402.6,32723.4,34150.6,33862.5
Q7L3S4,-0.0609,0.3726,0.1128,1285.0,1641.6,1309.9,1316.7,1549.5,1364.1,1393.7,1322.4,1439.8,1261.2
O95677,-0.109,0.3728,0.1128,51.5,51.7,37.2,51.8,53.4,51.6,51.1,34.1,45.7,45.7
P20339,-0.0348,0.3717,0.1128,2218.3,2122.3,2159.1,2114.1,2288.2,2039.0,2081.6,2013.9,2219.4,2297.8
Q5T440,0.032,0.372,0.1128,3548.7,3507.3,3445.4,3496.0,3519.0,3431.1,3366.6,3553.4,3684.0,3898.5
P18887,0.0488,0.3723,0.1128,895.5,973.5,909.5,937.8,950.4,951.0,886.8,1084.2,884.4,1035.0
Q14997,-0.0303,0.3718,0.1128,4957.7,4903.0,4766.7,4577.4,4884.3,4678.4,4663.0,4417.4,4964.0,4876.2
Q674X7,-0.1723,0.3718,0.1128,132.3,92.2,116.0,94.9,102.5,75.4,87.8,99.2,161.8,71.3
O75419,0.0412,0.3716,0.1128,1451.7,1383.9,1354.6,1495.5,1561.2,1444.7,1409.3,1438.5,1603.1,1561.0
Q9GZN1,-0.0396,0.3714,0.1128,666.0,652.3,657.1,641.4,646.8,683.8,666.2,564.5,617.6,650.0
Q13308,0.0317,0.3717,0.1128,3731.5,3913.8,3490.0,3721.2,3766.0,3556.1,3835.2,3794.3,3985.7,3865.6
Q86UT5,-0.3788,0.3721,0.1128,120.2,159.1,430.9,106.6,116.7,303.8,112.6,95.3,71.7,118.0
Q58FF7,-0.0735,0.3708,0.1124,172.6,154.8,189.3,184.8,210.3,155.6,155.8,175.2,185.0,193.9
Q9H857,-0.0322,0.3699,0.1121,9524.5,9497.5,9049.3,8962.5,9655.6,8354.1,9276.7,9394.6,9408.5,9250.7
Q5VU43,-0.1488,0.37,0.1121,50.1,45.7,51.5,36.3,34.4,56.2,40.1,28.2,35.2,39.3
Q9UHR4,0.0338,0.37,0.1121,2758.4,2788.2,2779.1,2829.0,2903.5,3102.6,2769.3,2826.3,3026.8,2685.6
O75874,0.0241,0.3704,0.1121,32974.6,33465.2,32541.6,33936.6,32637.1,32022.7,34167.3,34980.1,32852.0,34394.0
Q7Z434,0.0409,0.3696,0.112,1291.7,1361.9,1274.0,1301.3,1313.0,1208.7,1307.5,1388.3,1352.4,1487.2
Q9GZZ9,-0.0291,0.3691,0.1117,1398.2,1505.5,1462.4,1417.7,1595.0,1437.2,1439.7,1437.8,1457.0,1452.0
Q13573,0.0211,0.3688,0.1117,15234.2,15113.4,14968.3,15871.3,15402.7,15265.0,15747.1,15069.4,15765.2,15873.4
Q13620,-0.026,0.3687,0.1117,51232.5,49671.9,48332.1,49618.1,50766.5,45852.6,49716.3,50088.0,49013.2,50596.0
O95602,-0.0289,0.3688,0.1117,9070.3,8486.0,8488.9,8572.4,8993.9,8634.9,8192.5,8334.5,9120.0,8475.0
P51397,0.0858,0.3685,0.1116,1361.6,1554.0,1588.0,1543.9,1455.8,1375.5,1793.1,1436.1,1429.3,2008.6
Q10567,-0.0256,0.368,0.1116,43411.9,41298.7,41856.8,42492.0,41764.2,38596.0,42475.7,41856.8,41872.9,42413.3
P51965,0.0769,0.3681,0.1116,201.5,220.8,234.1,215.0,219.7,284.6,193.5,213.6,218.6,249.8
Q14353,0.0307,0.3683,0.1116,2578.1,2645.3,2492.4,2649.3,2598.4,2426.8,2767.1,2674.6,2655.8,2728.7
P14859,-0.0316,0.3678,0.1115,3030.9,2843.7,2868.2,2936.9,2865.5,2601.1,2821.0,2941.0,2944.4,2934.3
Q96B01,0.0399,0.3667,0.1105,680.9,721.1,708.0,726.3,737.0,705.4,806.1,709.9,779.2,679.3
P28676,-0.0387,0.3659,0.1104,5304.4,5291.0,4976.4,4980.8,5622.5,4656.0,5167.9,5037.9,5202.4,5423.2
Q8WVE0,0.0443,0.3659,0.1104,393.7,386.0,390.0,352.9,353.7,428.4,365.6,381.1,361.1,400.2
P50897,-0.0464,0.3662,0.1104,2354.6,2212.4,2693.8,2394.3,2441.9,2485.5,2240.6,2480.7,2173.0,2327.2
P30622,-0.0186,0.3662,0.1104,31179.1,30767.9,31437.1,31507.8,31043.1,29814.3,30859.5,30593.7,30951.4,31744.8
Q9Y314,-0.0375,0.3653,0.11,1447.4,1482.1,1373.6,1420.1,1503.8,1502.5,1297.9,1381.8,1503.7,1363.5
Q9HD47,0.0381,0.3652,0.11,2912.1,3085.6,3068.3,2785.0,2924.5,3184.7,2979.4,2983.8,2782.1,3253.7
P63146,-0.0283,0.3642,0.1096,777.7,717.6,752.2,776.1,748.9,743.4,739.5,731.3,701.3,784.5
Q9Y2Q9,0.0446,0.3645,0.1096,3525.0,3514.6,3388.5,3512.5,3637.4,3649.5,3604.2,3221.2,3596.6,4108.0
O43776,0.0337,0.3647,0.1096,7370.3,6976.0,6792.2,6885.9,7198.9,7381.1,7032.8,6752.1,7817.1,7099.8
Q9BXW9,0.0232,0.3644,0.1096,2686.3,2708.0,2595.2,2702.6,2843.0,2734.7,2702.3,2810.7,2693.0,2810.5
Q9Y3X0,0.2649,0.3635,0.1094,217.2,241.9,271.5,225.7,494.2,549.3,224.8,536.1,240.6,250.2
P50579,-0.0287,0.3637,0.1094,13323.6,13563.2,13526.9,14306.1,13166.7,12385.0,13692.3,13387.6,13751.6,13353.8
P41970,-0.0331,0.3637,0.1094,1180.0,1168.6,1171.1,1083.1,1102.8,1118.1,1207.6,1065.2,1073.8,1113.6
O95999,-0.0322,0.3632,0.1093,2100.3,2241.6,2083.5,2189.1,2183.9,1987.8,2166.9,2070.5,2282.0,2061.1
P11216,-0.0241,0.3631,0.1093,30475.4,30243.3,30395.9,29966.9,30573.7,27876.2,30738.1,30457.2,29592.0,30567.8
P16220,0.0324,0.3625,0.1088,1059.0,1071.4,1069.6,994.4,1096.9,1062.3,1065.6,1042.8,1062.3,1180.9
Q6WKZ4,-0.0315,0.362,0.1087,1078.1,1114.9,1100.4,1134.0,1060.0,980.9,1125.3,1102.8,1095.4,1069.1
O95544,0.0522,0.3622,0.1087,1165.9,1344.8,1217.3,1405.2,1362.3,1231.8,1307.8,1414.3,1302.9,1474.8
Q9UBW7,-0.0214,0.3619,0.1087,714.2,719.4,741.9,757.2,746.4,727.2,721.0,715.8,752.3,708.5
Q6NUK4,-0.1085,0.3614,0.1085,54.7,58.5,75.9,68.6,54.7,62.7,67.6,61.3,56.4,42.7
Q6R327,-0.096,0.3611,0.1085,53.5,44.6,63.1,44.6,56.3,53.0,48.0,57.9,45.0,40.9
Q8WXX7,-0.1333,0.3612,0.1085,185.2,350.8,224.3,303.4,210.9,229.2,255.0,227.1,229.7,192.7
P23921,-0.022,0.3609,0.1085,49290.3,47941.1,48912.9,48909.3,47921.3,45848.9,48818.4,49898.7,46881.8,47947.7
Q7L9L4,-0.0328,0.3612,0.1085,5026.0,4961.0,4689.6,4959.0,4930.0,4394.9,5088.7,4885.2,4700.6,4968.2
Q9UBI9,0.3432,0.3608,0.1085,52.1,59.4,50.1,41.7,134.4,160.6,58.9,121.0,65.3,38.2
Q9NV88,-0.0241,0.3604,0.1084,2953.1,2913.4,2855.9,2943.4,2947.4,2758.0,2785.4,2886.4,2902.4,3046.3
Q9NZQ3,-0.0278,0.3601,0.1084,961.1,1017.2,1007.6,1043.4,1076.0,983.6,977.8,980.1,1020.7,1043.8
P41236,-0.0208,0.3603,0.1084,8999.2,9103.0,9386.8,9345.6,9194.0,8713.7,9236.1,9288.7,8935.6,9203.2
P22681,0.0346,0.3603,0.1084,10743.4,10560.3,10360.8,10881.9,11442.3,10336.1,10764.5,10952.0,11268.0,12017.0
Q9UKJ3,-0.0691,0.3589,0.1083,237.8,212.9,219.7,195.6,214.3,230.0,204.6,178.8,183.8,237.3
P62070,-0.0281,0.3598,0.1083,2501.2,2601.6,2410.0,2552.7,2545.9,2335.8,2492.6,2606.0,2535.4,2403.3
Q96HY7,0.0717,0.3595,0.1083,467.8,452.4,499.7,438.0,501.3,536.6,482.6,401.1,581.3,493.1
Q92947,-0.0797,0.3586,0.1083,1316.9,1711.2,1356.0,1804.1,1661.1,1466.7,1430.0,1389.6,1721.5,1384.7
Q53H80,0.0351,0.3593,0.1083,1102.0,971.4,1016.7,1032.6,1027.0,1007.8,1149.6,1034.0,1063.9,1022.8
P25788,-0.0284,0.359,0.1083,32275.2,32438.4,32911.0,32280.1,31881.8,29105.6,33425.5,32313.2,31764.6,32178.5
P06753,-0.0357,0.3586,0.1083,18388.8,16781.9,19639.3,17520.5,19025.5,16893.4,17974.8,17965.4,17774.8,18409.5
Q66K64,0.0511,0.3589,0.1083,438.7,504.4,528.8,508.4,436.6,481.2,503.1,538.3,511.2,465.4
P84101,-0.0564,0.3597,0.1083,1306.7,1483.2,1399.3,1508.2,1355.2,1289.4,1481.6,1329.4,1513.0,1186.4
P09972,-0.0224,0.3581,0.108,7900.7,8132.8,8151.0,8194.6,7705.2,7600.8,8063.5,7856.1,8125.4,7820.7
P17544,-0.0385,0.358,0.108,3793.0,3816.8,3625.3,3709.3,3569.9,3447.2,3726.1,3249.1,3834.0,3801.5
P29692,-0.0234,0.357,0.1072,32231.5,31094.0,31377.3,30956.1,31428.1,30438.0,29596.7,30429.1,31631.3,32530.9
Q2VPK5,0.0356,0.357,0.1072,3769.8,3755.3,3805.7,3871.1,4046.8,3815.4,3800.9,4033.1,3738.3,4366.4
P04843,0.0601,0.3562,0.1067,1426.9,1466.7,1521.8,1418.9,1599.0,1897.2,1410.8,1507.0,1469.8,1501.2
P11182,-0.0214,0.3554,0.1067,1335.3,1359.8,1387.0,1392.7,1375.8,1373.1,1409.2,1341.6,1318.1,1309.6
P09622,-0.0318,0.3556,0.1067,39041.5,41494.3,43804.5,44464.2,40593.0,39052.1,42277.8,41655.4,41099.5,40590.7
P62318,-0.0412,0.356,0.1067,7201.9,6519.9,6178.8,6343.8,6792.3,5832.5,6432.4,6422.2,6834.3,6580.7
O60232,-0.0278,0.3558,0.1067,5012.4,4827.3,5103.0,5167.9,4894.7,4571.4,5093.2,5021.6,4837.9,5013.9
P52788,-0.027,0.356,0.1067,29823.8,29242.0,29682.3,30208.8,28838.1,26851.8,29921.3,30149.9,28831.1,29404.7
Q96BX8,-0.0316,0.3555,0.1067,510.1,483.6,501.5,503.7,503.5,478.3,460.3,492.1,482.5,537.9
O43623,0.085,0.3547,0.1063,80.2,65.6,98.3,81.4,72.8,71.5,90.5,89.1,90.0,79.3
P30084,-0.0221,0.3546,0.1063,26310.6,25638.3,24439.9,24942.3,24461.9,24088.1,25265.8,24550.0,24924.8,25018.6
Q8N1Q1,0.0369,0.3544,0.1063,261.1,287.2,286.4,265.3,273.8,273.9,257.9,288.5,302.2,287.9
P55957,0.0301,0.3547,0.1063,2708.0,2867.6,2840.7,2835.4,3008.3,2753.7,3047.4,2848.6,2871.9,3042.5
Q02878,0.0286,0.354,0.106,32363.8,32435.3,30488.3,31804.6,31498.3,33046.4,31508.6,30342.9,34437.2,32535.6
Q03252,0.0278,0.3535,0.1057,2590.4,2681.4,2669.1,2701.0,2869.4,2909.8,2628.1,2756.6,2759.2,2720.6
P62913,0.0293,0.3531,0.1056,15694.5,16619.0,17524.4,16329.2,15931.7,17340.7,16699.5,15890.9,17306.2,16527.8
Q9P2T1,0.0262,0.3532,0.1056,13222.6,13444.1,13118.2,13585.5,13092.0,12547.0,13508.1,14014.8,13637.7,14021.4
Q8NBK3,0.1653,0.3519,0.105,88.5,84.0,117.3,87.4,82.0,176.6,99.9,76.7,81.0,101.1
Q7RTU9,-0.095,0.3519,0.105,50.6,46.3,38.6,43.8,44.9,54.0,44.2,35.8,34.5,43.4
Q969U7,-0.0295,0.3524,0.105,12131.0,11845.4,12068.1,12122.3,11790.3,10663.2,12038.8,12111.2,11848.4,12148.2
Q8TAE6,-0.0582,0.3521,0.105,1424.7,1340.6,1462.9,1485.7,1518.3,1188.1,1546.3,1550.9,1305.7,1384.8
Q9HCS7,0.0608,0.3515,0.1047,87.0,87.7,99.4,87.9,106.7,102.5,92.9,111.4,92.8,89.2
Q9UM22,-0.075,0.3511,0.1046,300.8,431.7,348.9,368.7,376.9,310.0,374.4,386.9,332.0,325.6
O75351,-0.0225,0.3511,0.1046,2100.1,2095.7,2049.5,2017.6,2112.8,2115.6,2015.4,1983.6,1984.6,2118.9
Q13144,0.0562,0.3507,0.1044,1440.9,1417.6,1403.9,1438.4,1466.3,1398.4,1306.2,1604.8,1426.4,1757.6
P46940,-0.027,0.3505,0.1043,35356.6,33327.9,32955.8,33312.5,35533.0,33721.7,31843.0,34098.9,34889.6,32765.8
Q12830,-0.0771,0.3479,0.1042,1929.5,2187.6,2152.7,2332.0,2858.0,2272.2,2314.1,2066.9,2251.2,1894.9
P82673,-0.0384,0.3465,0.1042,2056.5,2115.9,1995.1,2087.5,2196.0,1975.8,1980.0,1885.2,2274.3,2076.8
Q86V88,-0.0356,0.3475,0.1042,2710.0,2862.9,2782.9,2730.6,2777.5,2434.4,2664.9,2888.6,2689.0,2872.1
Q13347,0.0228,0.3482,0.1042,5621.0,5468.7,5411.7,5474.0,5675.4,5728.6,5450.3,5543.8,5906.7,5470.2
Q9P003,0.0246,0.3485,0.1042,196.6,186.0,183.6,196.7,188.0,201.6,186.7,193.3,196.8,188.8
O75394,0.0747,0.3493,0.1042,91.9,92.9,106.1,82.4,106.8,115.5,87.1,93.7,111.9,97.9
P04264,-0.4726,0.3483,0.1042,85394.9,96251.7,181732.5,72701.3,53782.6,333766.8,49626.9,53680.9,30955.4,41250.1
